Loan.Status,Term,Years.in.current.job,Home.Ownership,Purpose,Current.Loan.Amount,Credit.Score,Annual.Income,Monthly.Debt,Years.of.Credit.History,Months.since.last.delinquent,Number.of.Open.Accounts,Number.of.Credit.Problems,Current.Credit.Balance,Maximum.Open.Credit,Bankruptcies,Tax.Liens,ID
1,Short Term,7 years,Rent,debt consolidation,259491.8800172163,737,1027141.2330543973,22083.519538405377,13.3,17.2,7,2,164769.36400995275,248095.15972406414,2,0,12310
1,Long Term,10+ years,Home Mortgage,debt consolidation,690337.4194919451,699,2198508.5202053986,43236.989401784376,19.2,4.2,20,0,628557.9468638889,923582.2825360216,0,1,12311
1,Short Term,2 years,Rent,debt consolidation,129601.09988200238,750,1678878.49106551,8184.408292193294,12.1,25.7,19,0,209057.4786470496,503250.980897073,0,1,12313
0,Long Term,7 years,Own Home,debt consolidation,371072.63592543994,725,1144560.7511034552,12399.722154931,17,17.5,17,0,174040.63942875466,714647.7237128783,0,0,12314
1,Short Term,10+ years,Own Home,debt consolidation,577280.0056233276,727,1304825.3890899562,13266.872621184153,18,27.6,10,1,534602.5726286281,732556.3000177488,1,0,12316
1,Short Term,1 year,Home Mortgage,home improvements,778557.5518889722,723,2343726.0328492797,1269.7732178971103,15.6,21.8,8,0,10031.867336828842,552925.2015484509,0,1,12318
1,Long Term,10+ years,Home Mortgage,home improvements,379037.0980162053,707,583603.7749409173,747.8203426394458,8.3,13.9,5,1,9119.226785344305,122890.9319012011,1,0,12322
1,Long Term,< 1 year,Rent,debt consolidation,89759.94570932304,697,484500.4863172378,6065.523364431651,30.1,24.2,11,0,200678.34712395267,482087.0590774443,0,0,12324
1,Short Term,1 year,Rent,debt consolidation,136971.8839881447,717,600894.0449522613,8361.765265030814,15.3,13.9,10,0,96424.18231729262,302564.75214562495,0,0,12325
1,Short Term,< 1 year,Own Home,debt consolidation,139260.8376417991,735,563786.3661134809,7796.846808912364,24,25.8,8,1,83657.14260820503,206579.66833859362,1,1,12327
1,Short Term,10+ years,Home Mortgage,debt consolidation,276738.3132822456,737,1405011.415607545,29622.55674241173,18.1,1.2,11,0,66728.19063520344,234146.29787450068,0,0,12331
1,Short Term,4 years,Own Home,debt consolidation,126874.44197914828,711,1062518.9967624347,18416.94855965253,12.1,3.5,11,0,98874.98293006263,408868.95057131816,0,1,12333
1,Short Term,2 years,Rent,debt consolidation,75039.96054567407,716,402893.5116292471,9870.0551824568,33.8,21.5,9,0,121485.15213597658,203851.02850948335,1,0,12345
1,Short Term,3 years,Rent,medical bills,123464.25622904999,699,1215980.051080284,12565.128607048939,11.5,11.5,15,0,43832.96762658687,67121.0758551561,0,0,12346
1,Short Term,< 1 year,Rent,debt consolidation,240086.30113767137,732,1319491.3415607463,21661.116614161325,6.3,10.3,9,0,250438.46752286365,543023.9361008066,0,0,12351
1,Short Term,4 years,Own Home,debt consolidation,199166.14143663528,737,1337845.120058362,13712.253855857589,15.1,27.2,8,0,73225.66157171896,141548.1600012106,0,0,12354
1,Long Term,10+ years,Home Mortgage,debt consolidation,332882.3537785775,632,1245752.1968270729,26159.061680279963,11.9,2.7,16,0,177649.0884985401,813008.9388363821,0,0,12357
1,Long Term,< 1 year,Home Mortgage,debt consolidation,437844.2007261925,723,1512550.930277045,34284.31347064057,27.2,15.1,12,1,616380.2249264395,1603843.4951092745,1,0,12362
1,Long Term,10+ years,Home Mortgage,debt consolidation,613843.3292974093,679,2232119.491945469,47989.601803708334,17.3,11,9,0,538022.9515516647,1372160.6227451141,1,0,12366
1,Short Term,10+ years,Home Mortgage,debt consolidation,166672.08255912882,706,1048668.1083780325,16167.864231745874,16,16.2,10,1,167656.39257832462,267013.56909592287,2,0,12368
1,Long Term,9 years,Home Mortgage,debt consolidation,413666.6507252203,674,796803.2523372675,15670.932707218575,20.8,16,5,2,538574.6316219916,653004.8326194889,1,1,12370
1,Short Term,4 years,Home Mortgage,debt consolidation,756602.7766794894,701,3267148.257584235,47646.98052185751,21.1,16.3,17,1,629775.402608213,2406645.8234274345,1,0,12373
1,Long Term,10+ years,Home Mortgage,debt consolidation,317503.8674246977,613,1552983.77716352,9020.678607419904,18.1,5.4,10,1,68133.08946360536,229327.49110836632,2,0,12374
1,Short Term,10+ years,Home Mortgage,debt consolidation,152481.63093162727,717,2050498.082349368,30924.93384047384,19.7,16,11,0,162050.7756157732,400929.5661172115,0,0,12375
1,Short Term,2 years,Rent,debt consolidation,333938.5516647534,714,1153566.9819666077,20188.89495952283,6.8,12.9,7,0,149396.3045981564,458874.80817753373,0,0,12376
1,Long Term,1 year,Rent,debt consolidation,402821.3567678731,694,1449510.2637302487,26935.896069071245,21.4,6.2,13,0,138129.4451383444,306417.64700821415,0,0,12377
1,Short Term,7 years,Home Mortgage,medical bills,143506.9217178897,697,1299809.6933919205,23722.09057998067,15.1,11,10,0,72011.50812021483,221165.29171232437,0,0,12379
1,Short Term,10+ years,Rent,other,99131.99150871986,717,1160501.6784071708,11220.520304427739,18.9,8.3,6,0,25633.115919494427,233640.38655390096,0,0,12380
1,Short Term,7 years,Home Mortgage,home improvements,273548.0525832953,722,1536566.9218769486,15876.94044527206,13.9,27.1,11,1,147800.3346048104,220242.33586692228,0,1,12382
0,Short Term,10+ years,Home Mortgage,debt consolidation,125555.24979473028,723,465407.11000004463,10899.10949617016,31.9,25,10,2,109763.77700075303,215403.1418235986,1,2,12383
1,Short Term,2 years,Home Mortgage,debt consolidation,219758.32052441037,708,873030.033476569,17750.079594689418,20.7,22.2,8,0,76114.17030159444,98911.4094512988,0,0,12385
1,Short Term,10+ years,Home Mortgage,debt consolidation,450649.7538955562,696,2588161.2542769792,29332.877186351874,25.8,16.7,11,0,439317.9242569466,610673.9999696304,0,0,12389
1,Short Term,10+ years,Home Mortgage,other,37223.71750570976,745,1191016.321656521,12139.822536410808,21.7,29.6,6,0,174023.03808994434,223390.01025044973,0,0,12390
1,Long Term,1 year,Home Mortgage,debt consolidation,366784.8981225812,716,1993764.8448127017,26250.990152477258,20.7,20.1,20,0,325413.0771808737,485561.0813985169,0,0,12403
1,Short Term,1 year,Home Mortgage,debt consolidation,325292.2494779704,749,2809246.604983876,25048.341302849458,20.8,3.6,8,0,336832.25525668915,637274.6338570319,0,1,12407
1,Short Term,5 years,Rent,debt consolidation,320298.9699468192,733,692760.225017431,9872.423596227389,19.1,18,7,1,371773.4474592896,588081.6979573256,0,1,12416
1,Short Term,n/a,Home Mortgage,debt consolidation,151909.23944497155,739,874400.8233663724,6952.132479912584,39,23.8,7,0,50977.79752157525,173601.69625252794,0,1,12418
1,Short Term,4 years,Rent,debt consolidation,64920.54303997072,734,2523199.461214035,31119.23636788465,23.7,29.9,11,1,200620.88678438697,316050.88798347185,1,0,12419
0,Long Term,10+ years,Own Home,debt consolidation,359258.68282652384,664,1221661.6135572726,15677.127297324221,14.8,19.6,10,2,286937.68367466645,374990.4778011404,3,0,12421
0,Short Term,1 year,Home Mortgage,debt consolidation,456081.52858386596,709,1969463.7577988373,33973.703570817306,14.6,4.5,10,0,269801.7307806863,860593.7524495589,0,0,12422
1,Short Term,10+ years,Home Mortgage,home improvements,121659.09644144823,708,859617.2068880224,8739.794907844385,19.1,24.7,10,0,82080.44919610824,465916.1608500803,0,0,12425
0,Short Term,10+ years,Home Mortgage,home improvements,207041.81731763866,694,1024424.4808434729,9902.986852855165,20.8,7.5,23,1,112748.10566742376,1145100.1486702606,1,1,12428
1,Long Term,10+ years,Rent,debt consolidation,435249.36587740865,684,1785503.2754235277,16365.865139485935,21,19.6,15,0,238430.99170271284,470337.06684260553,0,0,12429
1,Short Term,n/a,Home Mortgage,debt consolidation,193643.8204019503,707,1429597.7578951733,22278.834717038306,22.1,12.3,21,0,190684.16978265037,758735.0276501582,0,0,12435
1,Short Term,5 years,Rent,debt consolidation,121287.11547079518,724,733248.6114482953,7090.997245211482,15.6,11.8,13,2,69748.99585122148,132373.29246550825,3,1,12437
1,Short Term,2 years,Home Mortgage,debt consolidation,44197.43136341025,713,763496.375967364,9926.31129197302,18.1,16.7,9,0,399855.79277636326,493084.3434198662,0,0,12438
1,Short Term,4 years,Rent,debt consolidation,174547.89738468215,725,505762.15034810273,7376.365123366604,16.1,25.7,5,1,78470.46908671147,135212.04218781923,1,0,12448
1,Short Term,4 years,Home Mortgage,debt consolidation,193621.41930839908,737,1337770.8739698592,16611.049651870024,14.2,15.7,15,1,95552.08797383486,133300.3689595006,1,0,12451
1,Short Term,3 years,Home Mortgage,debt consolidation,152350.02466545042,727,1127801.091281256,16070.156239363834,12.6,19.8,16,0,118692.03369269906,326479.57114407385,0,0,12459
0,Short Term,10+ years,Home Mortgage,debt consolidation,753455.4970370752,704,2416894.5870337687,20743.31328522941,37.5,8.8,18,0,443042.47560379247,1115179.3277169585,1,0,12460
1,Long Term,8 years,Home Mortgage,debt consolidation,432037.44319183065,738,2017838.892709738,31106.889983529607,22.2,20.4,13,0,392899.4015244645,680019.2552879759,0,0,12461
1,Short Term,10+ years,Home Mortgage,debt consolidation,532971.0569093749,743,2334663.406185797,14902.279111684791,28.7,8.3,15,0,96805.0696344112,336599.5704166254,0,0,12465
0,Short Term,5 years,Rent,debt consolidation,269389.76531008707,748,1551008.1120536965,21843.436988606405,11.6,12.2,14,0,274948.0977461236,505339.5454659403,0,0,12467
1,Short Term,< 1 year,Rent,debt consolidation,354174.7351020757,696,1873552.303807702,26385.688640440887,12.5,13.6,10,1,23788.128018197513,764940.3593578108,2,0,12471
0,Long Term,4 years,Home Mortgage,debt consolidation,278607.42404276284,618,723215.6082079198,6508.812870501942,18.1,9.2,14,0,205617.2362363473,352176.0259754835,0,0,12472
0,Long Term,10+ years,Home Mortgage,debt consolidation,631311.309133426,701,1241307.6949681512,28033.286030909232,14.7,28,10,0,281694.9431019463,728068.3962450017,0,0,12475
1,Short Term,9 years,Rent,debt consolidation,147839.79848825815,700,1304729.4818675385,8034.641328171164,16.8,6.4,11,0,221768.46965643798,750817.1611371274,0,1,12477
1,Long Term,10+ years,Home Mortgage,debt consolidation,618772.3737232776,717,2099405.970881211,21343.309694507345,26.5,11.2,24,2,654037.6873816664,1753028.1444476263,2,0,12483
0,Short Term,n/a,Own Home,other,154548.81755737355,708,610185.9138480454,8949.655565472227,16,21.2,15,0,121637.72407895018,664354.6227909339,0,0,12484
1,Long Term,< 1 year,Home Mortgage,business loan,605044.0961601692,693,1047109.8156289983,9775.066385622049,18.7,19.8,5,1,395143.1254830492,818465.3471681719,0,1,12485
1,Long Term,10+ years,Home Mortgage,home improvements,643787.0426223387,711,1273740.0527171476,20803.7423984845,14.1,18.5,7,0,55575.16383212808,268157.36204314744,0,0,12487
1,Short Term,n/a,Home Mortgage,home improvements,43824.32699352488,720,408710.25676671584,8105.476019747566,29,9.3,7,0,227278.89839351943,359500.3655920005,1,0,12492
1,Long Term,2 years,Home Mortgage,debt consolidation,650362.1710903313,694,1542742.8402549478,29440.32467471339,23.8,23.1,17,0,479844.77172230283,741795.3701613861,0,0,12494
1,Short Term,1 year,Home Mortgage,debt consolidation,783241.5864405319,740,1642778.81696151,20809.231497498273,22,29.9,13,0,549517.428779145,1359575.390984109,0,0,12500
0,Short Term,n/a,Home Mortgage,debt consolidation,265232.41029687686,731,1698941.475567327,25767.872706925373,17.1,21,11,0,164844.5777195921,199014.20268697522,0,1,12503
1,Short Term,< 1 year,Home Mortgage,debt consolidation,287979.98080154706,736,1013954.4361535576,16138.952094018408,19.2,15.2,12,0,223118.19808220206,489300.91420779185,0,0,12505
1,Short Term,5 years,Rent,debt consolidation,53811.83030014368,708,1579792.7433525873,16456.509178615284,13.9,24.2,6,0,17271.284306450656,21515.903991499225,0,0,12508
1,Short Term,n/a,Rent,debt consolidation,332180.23543167,716,765017.4978197949,18806.75073085671,23.1,21.5,14,1,51317.578381110805,132922.84852053763,0,2,12509
1,Short Term,10+ years,Home Mortgage,debt consolidation,392193.30250427505,737,1919399.2443397732,25111.129245399374,36.4,7.5,26,0,261858.54365322262,910559.4837374687,0,0,12511
0,Long Term,10+ years,Rent,debt consolidation,474846.888925656,724,1349797.2113837493,13723.617937091192,18.6,20.9,8,0,123615.45956660414,656611.1806676717,0,0,12512
1,Long Term,7 years,Home Mortgage,debt consolidation,476014.3321801235,722,1655810.8539030019,16972.430981395377,23.4,22.4,11,0,205275.82080090733,546415.2952261246,0,0,12516
0,Short Term,10+ years,Rent,debt consolidation,322212.9105187759,631,1242960.7792876451,18199.039675118336,17,15.9,3,0,185212.12554478465,214895.7699008392,0,0,12520
1,Long Term,6 years,Home Mortgage,debt consolidation,265890.9751559228,682,899421.0745648188,15662.866226634662,20.4,14.2,9,0,348535.0219163152,755766.1034234907,0,0,12522
1,Short Term,1 year,Rent,debt consolidation,781704.4249024238,717,1735991.2595150846,30233.67095949991,32.1,15.3,19,0,736136.1935873743,1198847.1728325528,0,0,12523
1,Short Term,2 years,Own Home,other,217999.91142962832,680,753084.8533852625,15125.396501961684,20.2,5,3,0,200033.44308603075,357455.32769888727,0,0,12524
1,Short Term,7 years,Home Mortgage,debt consolidation,223519.68799654234,743,1158241.7801183916,22780.74377161931,18.4,6.5,23,0,158669.9651235306,364518.3310752583,0,0,12525
0,Long Term,10+ years,Rent,debt consolidation,405196.4220024489,718,2527303.4410870206,13497.93280238811,15,8.8,11,2,152149.79498868083,308527.6555228571,3,0,12529
1,Short Term,5 years,Rent,debt consolidation,471987.43101518136,744,3940316.2017110423,31982.750011146134,15.8,7.2,12,1,274873.38613559486,1132648.43094569,1,0,12531
1,Long Term,5 years,Home Mortgage,debt consolidation,753016.1394236544,721,1634076.3533782142,9626.409040316648,22.2,20.8,9,0,384522.63599743973,657645.0119474038,2,0,12539
1,Short Term,6 years,Home Mortgage,debt consolidation,22174.905541762724,737,510206.0630907733,8970.575589680147,23.2,5.8,8,0,326990.23672547936,858529.6444103103,0,0,12541
1,Short Term,10+ years,Home Mortgage,debt consolidation,381742.99598326115,732,2584284.1131482767,16969.48241113851,11.8,14.2,19,1,715786.7329981556,1297031.6612333707,0,1,12544
0,Long Term,8 years,Own Home,other,356400.4597492296,626,1308147.1925820545,34773.585653697526,10.7,28.7,13,3,227904.05733314875,356598.51058880537,2,1,12548
1,Short Term,5 years,Rent,debt consolidation,430186.99158153817,742,1356068.8974350472,22149.55529091937,15.9,2.9,19,0,541634.705322229,1563979.7399458515,0,1,12552
1,Long Term,10+ years,Rent,debt consolidation,536756.4141451997,662,1390667.3958481546,26421.670688881095,11.9,30,6,0,123880.12896731232,148191.37242740113,0,0,12556
0,Short Term,< 1 year,Home Mortgage,medical bills,270248.96800895035,713,1750525.2653917272,36907.4422018309,25.2,24.7,13,0,347889.70718396996,484173.50665284763,0,0,12558
1,Long Term,6 years,Rent,debt consolidation,607925.9898931488,683,1912615.7926883872,23748.103125486596,20.7,10.8,10,0,96803.29572120027,737485.7200706317,0,2,12560
0,Short Term,1 year,Rent,other,548856.0410980162,700,1952895.0906007185,19528.59948413843,19.5,9.6,8,0,90839.62004940385,269696.72088180046,0,0,12561
1,Short Term,2 years,Rent,debt consolidation,191510.19798213863,721,486456.5296541554,9081.103532060837,39,14.7,14,0,197315.10642958537,360360.07456689514,0,1,12564
1,Short Term,5 years,Home Mortgage,debt consolidation,78563.46380577686,702,786027.755196237,16635.999834033195,12.4,6.6,2,2,7295.063933962828,21670.786172339376,2,0,12565
1,Short Term,10+ years,Home Mortgage,debt consolidation,532971.0569093749,743,2334663.406185797,14902.279111684791,28.7,8.3,15,0,96805.0696344112,336599.5704166254,0,0,12575
1,Short Term,1 year,Home Mortgage,debt consolidation,431244.14472435176,715,2892046.072186916,43138.745425093744,12.5,15.5,19,0,231477.69259837686,464528.6681579312,1,0,12578
1,Short Term,10+ years,Own Home,debt consolidation,99461.37148334835,738,477243.4507576779,3361.787857287186,28.8,20.6,8,1,104651.31797781284,285118.3952606426,0,2,12581
1,Long Term,3 years,Rent,debt consolidation,482657.75334402616,704,1647945.268478241,23895.814105810638,28.5,25,15,0,398392.5643772669,816463.4207309388,0,0,12583
0,Long Term,8 years,Rent,debt consolidation,673112.1041218049,679,1304443.060382461,25652.837616493016,14,8,9,3,265922.32502765255,747338.7817946096,2,2,12584
1,Short Term,10+ years,Home Mortgage,debt consolidation,335743.98663866817,721,1353142.2241595692,14772.832638309428,15.8,6.5,13,0,269344.1259660987,604427.4295962699,0,0,12587
1,Short Term,10+ years,Home Mortgage,home improvements,434193.2812193263,717,1462411.0466342748,15965.812028193835,20.2,2.8,13,0,230700.25684305615,621191.3971992237,0,0,12588
1,Short Term,10+ years,Home Mortgage,debt consolidation,64965.32239089752,740,579690.9188392465,12946.461464689612,18.2,8.7,7,1,23368.642639682013,160137.9486665907,2,0,12592
1,Short Term,10+ years,Home Mortgage,home improvements,225213.25606537343,728,1856699.588762229,21507.29123266503,19.5,5.6,10,0,76417.4050597773,200640.10659932415,0,0,12597
1,Short Term,10+ years,Own Home,debt consolidation,554246.6662830956,745,1818908.5098295899,12216.782491859416,23.8,25.9,10,0,547142.5219788573,1759824.138457407,0,0,12598
1,Long Term,10+ years,Home Mortgage,debt consolidation,264242.0712638208,678,855778.3554909189,3937.2472804618974,30.1,26.1,7,0,161139.60809368937,262041.55020475443,1,1,12600
1,Short Term,1 year,Own Home,debt consolidation,177894.37870658177,737,480092.2570596329,12281.679701054227,15.7,15.8,29,0,179947.92755425462,368787.8196783266,0,0,12603
1,Short Term,3 years,Rent,home improvements,332288.4013163519,749,1530488.556784928,11785.7076234772,8.4,9.7,10,0,16910.605698706044,264616.28766327654,0,0,12605
1,Short Term,4 years,Own Home,other,222924.49491280585,702,962635.2938867848,1212.029074838749,11.9,12.7,5,0,49874.19188263551,93609.27574732149,0,0,12610
1,Short Term,4 years,Home Mortgage,other,109273.66481745015,747,3567309.1419905485,22859.88804253084,23.8,26.2,12,0,296931.9567674911,904794.2534591364,0,0,12611
1,Short Term,5 years,Home Mortgage,debt consolidation,131911.70254806345,717,873467.7168730991,4272.590554005686,15.3,21,12,1,72066.33568177074,336447.1700056161,2,0,12613
1,Short Term,7 years,Rent,debt consolidation,222508.1491911683,706,1345162.4862371825,15132.313173630995,11.9,22.8,20,0,57646.119265459754,606848.2716846829,0,0,12614
0,Short Term,3 years,Home Mortgage,debt consolidation,109406.17458560545,651,1511794.6512797754,30867.653495201866,22.2,4.9,20,0,391591.1604547534,579832.419487931,0,1,12615
1,Short Term,2 years,Home Mortgage,debt consolidation,623698.8717292786,737,1923749.3076264127,25007.669232572913,25.5,11.4,16,1,721884.8571097982,1482050.9649630599,0,2,12617
0,Short Term,2 years,Home Mortgage,debt consolidation,434983.0807693001,731,1577796.5464581202,18669.85971996699,12.8,4.1,8,3,232445.60263577747,786984.1035686914,0,4,12618
1,Short Term,10+ years,Home Mortgage,debt consolidation,265055.2438623049,719,1530544.3241756754,20280.263501549234,21.5,12.4,6,1,265771.2355703364,391026.7901225596,1,1,12622
1,Short Term,3 years,Rent,debt consolidation,173050.65247843124,713,1177013.709273882,23246.73714958432,14.6,15.1,12,0,49970.473153454404,207415.15754383834,0,0,12626
0,Short Term,10+ years,Home Mortgage,debt consolidation,672210.6271154166,704,1548119.7844982427,26832.91860714197,15.1,15.7,14,1,430064.7736213076,766126.9744109828,2,0,12628
1,Short Term,10+ years,Home Mortgage,debt consolidation,353254.4236951332,664,2343840.272240244,25783.25897510917,27,16.6,14,1,255722.17429087177,548351.3477320551,0,2,12630
1,Long Term,10+ years,Home Mortgage,home improvements,262372.0658677439,723,2530210.7099515507,35634.04924395645,20.3,8.6,11,1,91276.24388058559,205633.63862321727,2,0,12636
1,Short Term,10+ years,Home Mortgage,home improvements,193555.50303398588,745,2746867.886892713,12772.69389998191,11.2,24.8,5,2,33496.168695680775,248686.4861763359,1,1,12637
1,Short Term,10+ years,Home Mortgage,buy a car,64462.094221452426,747,497305.33593388484,2725.7332408595266,24.8,3.3,8,2,95285.38173322176,805309.5830167367,3,1,12638
0,Short Term,4 years,Rent,debt consolidation,337767.8179695974,714,1011219.3123667445,23428.263396056762,17.9,13.1,14,3,177080.6668953419,344608.50122743443,3,1,12640
1,Short Term,5 years,Rent,other,161765.0739016168,708,1008937.78221351,8827.803008858911,10.2,9.3,4,1,1216.733235358216,94357.78452446223,0,0,12643
0,Short Term,10+ years,Home Mortgage,debt consolidation,268927.83377901436,740,1354872.4391721196,21566.60988203878,19.2,24.7,9,0,190115.22659997302,327074.3968896005,0,0,12646
0,Short Term,10+ years,Rent,debt consolidation,386782.3792446487,731,2783595.359297231,36882.7445929655,32.2,12,8,1,370879.9881865552,429879.2726182655,1,0,12649
1,Short Term,10+ years,Own Home,debt consolidation,402732.43913155544,746,1433265.1330109106,6844.561118286656,22.3,12.5,11,0,209512.28974156282,1036684.3410567408,0,0,12651
1,Short Term,10+ years,Home Mortgage,debt consolidation,90507.14182149338,724,868433.9603011265,4133.909350481996,26.2,2.5,8,0,36576.373540315384,622733.3531935366,0,1,12656
0,Long Term,7 years,Own Home,debt consolidation,371072.63592543994,725,1144560.7511034552,12399.722154931,17,17.5,17,0,174040.63942875466,714647.7237128783,0,0,12659
1,Long Term,10+ years,Rent,other,196018.72084151712,708,790017.7036724776,15101.550600265246,23.8,21.8,6,0,255321.49654623336,348634.68314232747,0,0,12660
1,Short Term,8 years,Home Mortgage,debt consolidation,754599.8973074442,718,2234399.8662837376,41148.616730147536,20.8,2.8,20,0,653125.0248477289,1062160.2475563807,1,0,12661
1,Short Term,10+ years,Rent,debt consolidation,206270.2049510938,688,1553706.6645308626,14371.22126849775,19.4,16.3,13,4,100376.93990247195,258278.1794531067,3,1,12662
1,Short Term,10+ years,Home Mortgage,debt consolidation,263759.34964876354,731,1328802.418518656,26575.602046905326,19.2,23.4,13,1,185060.1138269982,342848.52500466723,0,1,12664
1,Short Term,2 years,Rent,debt consolidation,322807.0291286843,726,985055.6272821041,8865.350158376059,13,26.9,7,0,29373.55200570945,373646.9497247787,0,0,12666
1,Short Term,< 1 year,Rent,debt consolidation,465519.5441644998,737,1642948.0865875005,23136.58078605493,15.1,13.7,10,0,108488.94216668447,205940.079355875,0,1,12667
0,Long Term,3 years,Home Mortgage,debt consolidation,523468.9202507078,685,1506928.1537753495,35914.65078407504,31.1,14.8,17,0,408577.16207158635,639319.3582913142,0,2,12668
1,Short Term,4 years,Rent,other,43978.4947381911,701,379808.99613717926,2374.1355078994357,10.2,9.4,1,0,42332.260751352114,79177.69966292051,0,0,12672
1,Long Term,10+ years,Home Mortgage,debt consolidation,664553.9416991826,712,3443598.852009642,42470.43165367121,23.5,4.2,12,0,336225.3857622737,542982.5837378006,0,2,12676
0,Short Term,2 years,Home Mortgage,home improvements,430320.7133819226,741,1114919.386741351,21646.984365018976,23.7,13.6,12,0,493981.68640514265,1071136.9620920725,0,0,12678
1,Short Term,9 years,Home Mortgage,debt consolidation,312994.6166441499,675,1547361.0084759283,13669.432005968962,22.6,19.8,10,2,337914.7817522368,463606.1155422161,1,0,12682
0,Long Term,10+ years,Home Mortgage,debt consolidation,257531.4991805248,663,1538372.1414837786,23331.427113899357,19,22.3,14,0,320947.2490520018,385879.78843142465,1,0,12683
0,Short Term,6 years,Rent,other,550108.7727748312,668,1320157.7846834748,40156.12039048684,20.8,3.9,24,1,398051.5066701754,863106.5472054662,1,2,12684
1,Long Term,3 years,Home Mortgage,debt consolidation,542255.1409169397,681,1592237.9001578516,22756.498428325893,9.7,18.7,5,0,296228.12046493706,390214.349796124,1,0,12686
1,Short Term,< 1 year,Home Mortgage,debt consolidation,153097.83357457694,723,1458343.9418712372,17133.91415227379,13.7,15.3,5,2,152702.62336037096,180223.03814381338,0,3,12687
1,Long Term,10+ years,Home Mortgage,other,239382.31606623853,663,2360047.349160312,24781.10776913146,12.8,17.8,13,1,196155.65042709812,419803.11962133535,1,0,12691
0,Long Term,5 years,Rent,debt consolidation,312135.06836955494,715,1684860.3326462326,19516.061910176402,5.4,20.2,11,0,163723.2580873005,262217.7750069685,0,0,12695
1,Short Term,< 1 year,Home Mortgage,debt consolidation,386208.1108124452,710,1334217.782159573,12007.491975709427,14.7,7.6,6,0,32108.931305277063,85864.85210417146,0,0,12696
0,Short Term,6 years,Rent,debt consolidation,122344.72221211692,740,998961.1546398863,13751.823597955266,15.3,14.3,9,1,124010.64080040996,175757.71663908588,1,0,12706
1,Short Term,2 years,Rent,home improvements,53834.254566186646,719,1766923.4048032924,33792.25241705826,22.4,8,12,0,256958.03767290036,305756.4120319837,1,0,12709
1,Short Term,5 years,Home Mortgage,debt consolidation,366452.92432808946,741,1675457.5396761755,18011.560600097004,21.7,24.6,14,0,204896.73282494282,409750.3452296978,0,1,12711
1,Short Term,4 years,Rent,debt consolidation,179981.50219659784,719,816032.449432804,17204.475013050294,18.9,19.5,12,3,135601.5041511368,474363.16077783064,1,2,12712
1,Short Term,10+ years,Home Mortgage,debt consolidation,343331.34351687314,707,1100670.2055636263,17795.715726473707,24.7,21.4,10,0,151410.39116586378,274801.5200840227,0,0,12714
1,Long Term,8 years,Rent,debt consolidation,461867.8280032422,683,2697772.3670346034,32597.179410784614,15.2,7.2,17,0,372152.40092001733,524236.70278850466,1,0,12717
0,Short Term,< 1 year,Home Mortgage,debt consolidation,220767.54361425905,713,2097314.4198695016,34954.10790670384,19,21.4,14,0,271490.699652522,481404.15222420206,0,0,12718
0,Long Term,10+ years,Rent,debt consolidation,544058.6180036131,672,1785506.242061626,14314.643161234526,19.6,12.1,9,0,133685.59639714792,310838.08248674055,1,0,12720
0,Short Term,10+ years,Rent,debt consolidation,270248.6686586367,745,2139532.1034445707,31558.413534577616,9.6,28.2,14,0,360429.99426534044,677511.3306389161,0,0,12721
0,Short Term,< 1 year,Rent,debt consolidation,52251.01644226916,716,545262.6529742884,10042.60116666573,7.9,19.4,10,0,90383.84510020765,150151.0800852227,1,0,12722
1,Short Term,10+ years,Own Home,debt consolidation,40306.004686897715,723,541422.5321178407,6406.598111069909,20.9,16,11,1,160815.26841626514,246309.1627538818,2,0,12726
1,Short Term,3 years,Rent,debt consolidation,330196.9083308159,718,1425853.1912322047,18179.776977374895,21.3,8,12,2,184222.59880918148,316953.10702187975,2,1,12727
1,Short Term,10+ years,Home Mortgage,other,64921.915092932686,679,1166504.9146228223,34023.338094635175,25,8.8,11,0,169289.68732679603,367772.497609113,1,0,12728
1,Long Term,9 years,Home Mortgage,debt consolidation,570787.6272310215,725,1422016.6777595112,28558.23158251251,12.9,19.3,16,2,669178.804499222,1214486.597692433,3,0,12729
0,Short Term,7 years,Rent,debt consolidation,630145.0344244384,719,1640366.5078042632,19138.944781911297,14,24.7,16,1,317605.2371597625,585595.0467398806,1,1,12730
0,Short Term,2 years,Rent,debt consolidation,110923.63015065058,724,909983.7003993089,14937.4199326603,11.5,27.7,14,0,184354.90533382967,437424.6533999698,0,0,12733
1,Short Term,5 years,Rent,debt consolidation,43714.74007767061,742,1019425.7330226983,6677.600081384358,13.3,7.7,10,0,154907.03586452693,415205.78519292374,0,2,12734
1,Long Term,10+ years,Home Mortgage,other,481337.1893388989,670,1511639.1826301438,6964.953924586032,21.5,13.2,6,1,241853.38583253569,665148.1750331878,1,0,12735
0,Long Term,10+ years,Home Mortgage,debt consolidation,405350.3111586686,707,875177.8308398422,12178.544343611067,30.9,5.9,19,1,352905.63445431023,686775.7641981407,0,0,12737
1,Short Term,n/a,Rent,debt consolidation,333365.7630303442,698,863720.0144618748,18857.74121557713,16,18.6,12,0,114874.24057735526,222419.94348109417,1,0,12739
0,Short Term,10+ years,Own Home,take a trip,429353.6065414083,734,1297813.3925328471,3537.440142413544,14.6,18.8,8,0,147745.57773415284,367115.24449741456,0,0,12740
